col0,col1,col2,col3,col4,col5
0.0013631768066239653,0.0012062991926821533,0.0010594385403185794,0.001479342047596863,0.0015294814915128385,0.001528898421773105
0.01636778997296186,0.015647102778404053,0.008936284608501457,0.017912734393373566,0.019677739345458713,0.013651071587840928
0.030808682210651396,0.03314986571397837,0.013667920938298758,0.027999415131942946,0.03515783225430736,0.025219460228340793
0.044742146140537044,0.050682592672898374,0.0186605572640539,0.03404809312130585,0.04452988538962912,0.034902716499275566
0.060899057327380976,0.06740034297183539,0.024667369791234725,0.03959086433342529,0.0560882650735832,0.042682489736136156
0.07992967726611265,0.08357850430742311,0.03186274254228526,0.046161737801695336,0.06939977106759998,0.04963991353502653
0.10042805743822142,0.1004020685718782,0.0405543536520922,0.053701593595074607,0.08281424451812566,0.056171997482010516
0.12132357105250864,0.1194559393015724,0.051323652064786555,0.061670123368764374,0.09536236633445218,0.06266937531424449
0.14341288880993097,0.14173829214955183,0.06440934223436871,0.06963835341013859,0.10723181996940134,0.0696121335700994
0.16785962415693834,0.16618104269012374,0.07922973831596282,0.07742606062946247,0.1189371394474676,0.07745960258799062
0.19480443538432693,0.19056815891688023,0.09608038220350151,0.0850019697319211,0.13074835404791468,0.0867174194049826
0.22421819090924128,0.21357224043682554,0.11728178554949673,0.09234302062032546,0.14268113072904193,0.09802503353866429
0.2560527956850447,0.2348844872351224,0.14695292063587803,0.0995236357462136,0.15465948377316424,0.11199383835959772
0.28977685684495985,0.2548410433764386,0.18967157879055616,0.10689933108409813,0.16654961378372007,0.12869538607294867
0.3242177695929092,0.2741185632162443,0.24456474083808,0.11513000460412988,0.17817746589278063,0.1476781763911349
0.3578578752819749,0.29313714682262065,0.3014127897142568,0.12514325703623558,0.1895464552507979,0.1686488628033376
0.3902465042968535,0.3113438760182151,0.3477923430973807,0.1379907237351942,0.20103591384142216,0.19206345261191374
0.421224007486775,0.3278505695805094,0.38134915796158436,0.15391425390706456,0.21329882796185193,0.21949879398229707
0.4493555568605597,0.3427121135377399,0.4067261842594855,0.17122972125180763,0.22701735994774289,0.2526377351346058
0.47308174402542796,0.3566802202940406,0.4280228783590878,0.18748487282463336,0.24261223315963454,0.2912568177786457
0.493405221218119,0.3705600349202631,0.44690332677739203,0.20166190905241355,0.25962827904050256,0.3313845280506946
0.5122450968273156,0.3848137470351476,0.46428105785088003,0.21432777153801827,0.27662707919390245,0.3665200171831238
0.530931740106819,0.39902182924931034,0.48102972094880037,0.22693670203174166,0.2925224008974234,0.3943324893535581
0.5505480138056965,0.4124890792885738,0.49774364501817375,0.24170633126383176,0.30808906907244904,0.41784469680481956
0.571923872030198,0.42572806409090075,0.514738723775263,0.26139676212828883,0.3254511692228561,0.44110369111844366
0.5944357654954043,0.4398744748227674,0.5323270150856116,0.2877099904085429,0.34543613556746533,0.46792619171650035
0.6171320437213323,0.4549919347520807,0.5512429481824416,0.32012528999998424,0.36643650201950545,0.5012804832666778
0.6417972088159604,0.4702446215594447,0.572103060445882,0.3581611518877232,0.3865637016696818,0.5400772638864927
0.6697700385759187,0.48530297168862513,0.5940460533998988,0.4023968326435456,0.40548095191959516,0.5787881984243272
0.6988701181628492,0.5004556250766135,0.6162963121609986,0.4515035438386019,0.4241989216120629,0.6139200449304203
0.7269882076110211,0.5160077814018735,0.6408496486846991,0.5015240506010574,0.44454058988953477,0.6454243989548113
0.7547667479033161,0.5321489501867903,0.6686917778188587,0.55028730387638,0.4691089791858827,0.6738570846117846
0.7835448200321664,0.5491987804931254,0.6974100794462356,0.5997176707166586,0.5004751522747931,0.7002806906982537
0.8123610806448065,0.5678455035289124,0.7251312180472457,0.6525866881817292,0.5379463392847358,0.726572143141952
0.8381196455568616,0.5884337579241564,0.7527203493383589,0.7079657927511981,0.5762489483368285,0.7544790746302352
0.8573733378657028,0.609760667894691,0.7814019017777115,0.7599092823094873,0.6112580801067142,0.7842154612437259
0.8696397958854011,0.6314261370786587,0.8099628435309897,0.7994001064199612,0.6425983077199047,0.813485546617398
0.8773906767431027,0.6558104605311467,0.8351810073449798,0.8238620171615589,0.6708219811192212,0.8370056632622462
0.8828529762064579,0.6835400761661992,0.8537236814276585,0.838389150415499,0.6968760601934605,0.8521879494624721
0.8871754050049311,0.7120003643233079,0.8654648422315556,0.8479698249035611,0.7225116775631133,0.8614815100244305
0.8908617275521423,0.7396085287681675,0.8729623821243021,0.8551989959381487,0.7496216932380706,0.8677816267191698
0.894135341694405,0.7673990281733227,0.8783423054106677,0.8612023207476346,0.7788020907116007,0.8726545358321296
0.8971017111683033,0.7961956513500849,0.8826695217102055,0.8664326009692049,0.808407516296789,0.8767816844884132
0.8998181114524505,0.8242426933085986,0.8864105956641675,0.8711245744005295,0.8335367491966539,0.8804512920280925
0.9023205251890444,0.8480907672453414,0.8897699440068926,0.8754108553481879,0.850411436753444,0.8837938475031183
0.9046321168857338,0.8648363307897893,0.8928466818332456,0.8793554287055894,0.8607140726634551,0.8868759241047923
0.9067709598777951,0.8752021760861025,0.8956936599844671,0.8830024315699408,0.8675261497559843,0.8897372081423254
0.9087515751518925,0.8818556250195352,0.8983421730617407,0.886384881636344,0.8726807945785123,0.8924052141790879
0.9105862400324592,0.8866853456852624,0.9008140855121187,0.8895293975594061,0.876992205294934,0.8948995591946564
0.9122866661917456,0.8905954405369074,0.9031255850742386,0.8924575786004517,0.8808033190175198,0.8972264650721015
